Id,Probability
152,1.365454e-02
153,1.880821e-02
154,2.039033e-02
155,1.140153e-02
156,1.586069e-02
157,6.453519e-02
158,1.740077e-02
159,1.415731e-01
160,1.775280e-02
161,1.346378e-03
162,1.552229e-02
163,2.804391e-02
164,6.891744e-02
165,2.382248e-02
166,2.895698e-02
167,5.907353e-01
168,6.169445e-02
169,2.101845e-01
170,9.328770e-03
171,1.471379e-03
172,2.081776e-02
173,5.446308e-03
174,5.425469e-02
175,1.428389e-02
176,3.276565e-01
177,3.295426e-02
178,1.179630e-01
179,1.929543e-02
180,8.665413e-03
181,4.227667e-02
182,5.753102e-03
183,2.099868e-02
184,2.085807e-02
185,1.098233e-01
186,1.453553e-02
187,6.546092e-03
188,2.957133e-02
189,7.128175e-02
190,1.881921e-02
191,2.540010e-02
192,3.500974e-02
193,1.595155e-02
194,6.687472e-02
195,8.328099e-03
196,1.668383e-02
197,1.439903e-02
198,1.014378e-02
199,2.121638e-02
200,8.332682e-03
201,9.618514e-02
202,2.831477e-02
203,3.116708e-01
204,4.388672e-02
205,1.772720e-02
206,9.988526e-03
207,3.567502e-02
208,1.180559e-02
209,8.030736e-02
210,5.119936e-03
211,1.035824e-01
212,1.403580e-02
213,2.725514e-02
214,6.182921e-03
215,3.788558e-02
216,5.529583e-02
217,6.614072e-03
218,1.091701e-01
219,4.589866e-03
220,1.043912e-03
221,1.349458e-02
222,2.201386e-02
223,1.643787e-02
224,2.670919e-02
225,1.715341e-02
226,8.073930e-02
227,6.081439e-03
228,5.946256e-02
229,1.104342e-01
230,4.216253e-01
231,2.560969e-01
232,9.731505e-03
233,1.031029e-02
234,1.422195e-02
235,1.106827e-02
236,2.242547e-01
237,1.110354e-01
238,2.926838e-03
239,1.916603e-02
240,1.414952e-02
241,4.362297e-02
242,1.529879e-02
243,3.459712e-03
244,2.003928e-02
245,6.458656e-02
246,6.291564e-03
247,3.702442e-02
248,1.668061e-02
249,1.765977e-02
250,3.098627e-01
251,3.030245e-02
252,2.949733e-01
253,1.156381e-02
254,1.036989e-01
255,4.205840e-03
256,3.056357e-02
257,4.060094e-02
258,1.921741e-01
259,6.600100e-02
260,1.682792e-01
261,1.258470e-02
262,1.568924e-02
263,1.567502e-03
264,4.992635e-02
265,6.180631e-02
266,6.879976e-03
267,7.845876e-02
268,5.416086e-02
269,2.509351e-01
270,2.866563e-03
271,2.117656e-02
272,5.741106e-02
273,1.921644e-02
274,1.854958e-02
275,7.772808e-03
276,2.002074e-02
277,1.503300e-02
278,5.891809e-03
279,7.499786e-02
280,1.055342e-02
281,5.816853e-01
282,5.755082e-02
283,5.691946e-02
284,9.630390e-03
285,1.311106e-02
286,2.996640e-02
287,5.660606e-03
288,4.545784e-02
289,7.204228e-02
290,8.920383e-02
291,2.678218e-01
292,3.975404e-03
293,2.069663e-02
294,4.489519e-03
295,3.921588e-04
296,2.521035e-02
297,5.679628e-03
298,1.719679e-02
299,1.267774e-02
300,3.233877e-03
301,4.933370e-02
302,3.024650e-03
303,1.006551e-02
304,1.660061e-02
305,4.043310e-01
306,2.636035e-02
307,5.617494e-03
308,3.543374e-01
309,2.803915e-01
310,5.306450e-03
311,5.222179e-01
312,3.106603e-02
313,2.237954e-01
314,5.354509e-02
315,4.447083e-02
316,7.128456e-02
317,2.486300e-01
318,4.320542e-03
319,1.535961e-02
320,8.680016e-02
321,7.528194e-02
322,1.183507e-02
323,1.192966e-02
324,7.687202e-03
325,1.176994e-01
326,6.353993e-03
327,1.753478e-02
328,1.667306e-02
329,2.260780e-02
330,1.071085e-02
331,1.064700e-02
332,1.422686e-02
333,1.095073e-02
334,4.328552e-02
335,5.154042e-02
336,3.647436e-02
337,7.586867e-03
338,2.947564e-01
339,4.423394e-02
340,6.855218e-03
341,1.429402e-03
342,1.526967e-02
343,8.095612e-03
344,5.240569e-02
345,2.507760e-02
346,1.843735e-02
347,3.431473e-01
348,1.098700e-01
349,9.993964e-03
350,2.905708e-02
351,6.218949e-02
352,5.919080e-02
353,9.143343e-04
354,1.365426e-01
355,8.999585e-03
356,1.697019e-03
357,6.569608e-01
358,4.823930e-03
359,2.143263e-02
360,2.164813e-01
361,3.637893e-02
362,4.142016e-03
363,2.621867e-03
364,9.929906e-03
365,1.986007e-01
366,8.619799e-02
367,4.910147e-02
368,9.786312e-02
369,8.420721e-03
370,4.059783e-01
371,7.960770e-03
372,1.191701e-01
373,1.162762e-02
374,5.922148e-03
375,2.589705e-02
376,4.297028e-03
377,2.741852e-02
378,6.645176e-03
379,1.668194e-02
380,2.247603e-02
381,9.695486e-03
382,1.284298e-02
383,4.729547e-02
384,1.166564e-01
385,1.109273e-02
386,4.195291e-03
387,1.365945e-03
388,3.046459e-02
389,1.983272e-02
390,1.186917e-02
391,2.698876e-03
392,2.395349e-03
393,1.778119e-02
394,1.044632e-01
395,5.608113e-03
396,8.589266e-04
397,7.727369e-02
398,1.252553e-01
399,1.213425e-02
400,2.223881e-02
401,5.261326e-03
402,2.191255e-03
403,2.570464e-02
404,9.618692e-03
405,6.754878e-01
406,6.116131e-01
407,2.069865e-02
408,7.282697e-02
409,1.386666e-02
410,1.262739e-02
411,1.924334e-02
412,4.037534e-02
413,9.386002e-02
414,1.015834e-02
415,2.366107e-03
416,2.651280e-01
417,1.186833e-01
418,3.255828e-02
419,9.442566e-03
420,1.118995e-02
421,1.187939e-02
422,1.183434e-02
423,2.621661e-02
424,7.722164e-03
425,2.374215e-03
426,5.923965e-03
427,4.958774e-02
428,1.407421e-02
429,1.350674e-01
430,1.146097e-02
431,2.694566e-01
432,1.097328e-02
433,8.202798e-03
434,2.693128e-02
435,4.172510e-02
436,2.771666e-02
437,4.616479e-02
438,1.139665e-01
439,3.398108e-03
440,3.364953e-02
441,3.283329e-02
442,1.806394e-02
443,4.599254e-02
444,5.316351e-03
445,5.380000e-02
446,1.802753e-01
447,9.373064e-03
448,1.066579e-01
449,5.012146e-02
450,2.675474e-03
451,3.075374e-02
452,7.689995e-03
453,9.878286e-02
454,3.932068e-02
455,5.773589e-02
456,2.106390e-02
457,5.822160e-02
458,2.559259e-02
459,8.089826e-02
460,7.952678e-03
461,1.243538e-02
462,5.888083e-02
463,1.146287e-02
464,5.734643e-02
465,3.778782e-02
466,2.038470e-03
467,4.885674e-03
468,9.324758e-03
469,8.172443e-03
470,2.166828e-01
471,8.095092e-04
472,4.851948e-03
473,2.628364e-01
474,3.502187e-02
475,4.223868e-02
476,1.476460e-02
477,1.251375e-02
478,5.890481e-03
479,4.155490e-02
480,9.218620e-03
481,6.308149e-02
482,5.158749e-03
483,4.861528e-02
484,4.965814e-02
485,6.419102e-03
486,2.176023e-01
487,3.409672e-02
488,7.772030e-02
489,1.213522e-01
490,3.920473e-02
491,1.776966e-02
492,3.019793e-02
493,4.291461e-01
494,2.118772e-02
495,2.226038e-01
496,1.711294e-02
497,2.055983e-02
498,5.947560e-03
499,6.741040e-02
500,2.586599e-02
501,1.434992e-02
502,1.616974e-02
503,3.263852e-02
504,1.091271e-02
505,4.076510e-03
506,1.355583e-01
507,5.297466e-02
508,2.793163e-03
509,2.389244e-03
510,1.671419e-02
511,1.441692e-02
512,2.042910e-01
513,3.416871e-02
514,3.676946e-02
515,9.164873e-03
516,2.054174e-01
517,5.442013e-03
518,5.177832e-03
519,1.398677e-03
520,1.465425e-02
521,5.530742e-03
522,1.063666e-02
523,7.610596e-02
524,6.506354e-02
525,4.724540e-02
526,5.100125e-01
527,1.267209e-01
528,3.059354e-03
529,1.996537e-01
530,1.468492e-02
531,4.597126e-03
532,2.507961e-03
533,1.149222e-02
534,1.104279e-02
535,1.072857e-02
536,9.585300e-03
537,9.392261e-03
538,6.334722e-02
539,1.995761e-02
540,5.530968e-03
541,2.327465e-02
542,3.483335e-02
543,5.410201e-02
544,1.218917e-01
545,1.909188e-02
546,1.800263e-02
547,4.532920e-02
548,1.497664e-02
549,1.260042e-03
550,1.590251e-01
551,2.875142e-01
552,1.205956e-01
553,2.411507e-02
554,2.791413e-03
555,1.128663e-01
556,2.109572e-02
557,1.932497e-02
558,3.313226e-02
559,1.523233e-01
560,5.684207e-02
561,1.181630e-03
562,1.214566e-02
563,7.239165e-02
564,5.519448e-02
565,6.714940e-02
566,1.279649e-02
567,6.659627e-03
568,1.808641e-02
569,4.052143e-01
570,5.349952e-02
571,1.272767e-01
572,1.717805e-02
573,1.207011e-02
574,8.108094e-02
575,6.714554e-02
576,4.933483e-03
577,5.408016e-02
578,2.124745e-02
579,1.070286e-01
580,1.381100e-02
581,4.131281e-03
582,2.160254e-02
583,1.524614e-03
584,1.745613e-02
585,2.712334e-02
586,6.218590e-03
587,2.724850e-02
588,5.166470e-02
589,9.529559e-03
590,1.617175e-02
591,1.313266e-01
592,6.701103e-03
593,3.188457e-02
594,9.852616e-03
595,1.818044e-01
596,2.280901e-02
597,2.781468e-02
598,3.825681e-02
599,2.605739e-02
600,9.152608e-03
601,9.976012e-03
602,3.709835e-02
603,9.825061e-03
604,1.101643e-02
605,8.317065e-02
606,3.858825e-03
607,1.102612e-01
608,2.370322e-02
609,3.463206e-01
610,2.571319e-02
611,3.330871e-02
612,9.727335e-03
613,1.094092e-02
614,2.672424e-02
615,2.317830e-02
616,4.204353e-03
617,8.058146e-02
618,1.074091e-02
619,1.317855e-02
620,3.489887e-02
621,4.008521e-03
622,3.156697e-02
623,2.605724e-02
624,1.299635e-02
625,7.871213e-02
626,4.864160e-01
627,1.045082e-01
628,1.600537e-02
629,1.301501e-02
630,1.403710e-01
631,8.028827e-03
632,4.146261e-02
633,9.855996e-03
634,3.971645e-02
635,9.564805e-02
636,2.847978e-03
637,2.552394e-03
638,1.401743e-02
639,1.027510e-01
640,2.229983e-03
641,6.997852e-03
642,3.257250e-01
643,1.190978e-01
644,5.747593e-01
645,5.676575e-02
646,2.425026e-01
647,9.774625e-03
648,1.421561e-01
649,5.929979e-03
650,1.088448e-02
651,3.065987e-01
652,9.466222e-03
653,4.156405e-02
654,4.872802e-01
655,1.022227e-02
656,2.130714e-02
657,2.443662e-02
658,8.227354e-03
659,9.477637e-02
660,1.701949e-01
661,3.424188e-02
662,2.755988e-01
663,1.417679e-01
664,1.068238e-01
665,4.821056e-01
666,1.815683e-03
667,1.153947e-02
668,9.764103e-02
669,4.162137e-01
670,3.458560e-02
671,1.512292e-02
672,8.749625e-02
673,4.600307e-02
674,1.198087e-02
675,4.352006e-01
676,1.412497e-01
677,2.873190e-02
678,2.215361e-02
679,4.296978e-02
680,2.019017e-01
681,3.873202e-02
682,8.658468e-03
683,4.677001e-02
684,1.464216e-02
685,1.428438e-01
686,1.538984e-03
687,3.240683e-03
688,4.698946e-03
689,1.212231e-01
690,2.922959e-02
691,3.662866e-02
692,3.978668e-01
693,2.192428e-02
694,6.228578e-02
695,3.701767e-02
696,1.242778e-02
697,3.814059e-03
698,4.223475e-02
699,2.147873e-01
700,1.664077e-02
701,2.446661e-03
702,2.375326e-01
703,1.038799e-01
704,3.771769e-01
705,1.133487e-02
706,2.158751e-02
707,2.679697e-02
708,4.956858e-03
709,2.738551e-02
710,1.748989e-02
711,4.113974e-02
712,1.814227e-01
713,1.056321e-02
714,4.035985e-03
715,1.092699e-02
716,3.330403e-01
717,6.031848e-03
718,3.851257e-02
719,1.661387e-02
720,4.307662e-03
721,1.100141e-02
722,8.428690e-03
723,4.844356e-02
724,4.007658e-02
725,2.029610e-01
726,2.414624e-02
727,9.386349e-03
728,4.592774e-02
729,7.735260e-02
730,4.780749e-01
731,1.634249e-02
732,3.121174e-02
733,3.531903e-03
734,5.749803e-03
735,1.394987e-01
736,2.914603e-02
737,6.033327e-02
738,1.406058e-01
739,1.842786e-02
740,1.642833e-03
741,7.788655e-03
742,2.687817e-02
743,4.001595e-02
744,2.658147e-02
745,1.245789e-02
746,4.443774e-02
747,9.269938e-03
748,3.073484e-02
749,1.675522e-02
750,7.923832e-02
751,1.932303e-01
752,4.806257e-04
753,1.028131e-02
754,5.878594e-03
755,4.504311e-02
756,1.943666e-02
757,5.381995e-02
758,2.065438e-02
759,4.409827e-03
760,1.039819e-02
761,5.447574e-03
762,6.183732e-02
763,9.072771e-02
764,3.368269e-03
765,2.520161e-02
766,6.212523e-02
767,4.146923e-03
768,6.245915e-02
769,9.466516e-03
770,1.580258e-01
771,1.038053e-02
772,1.724113e-01
773,1.082837e-01
774,2.691023e-02
775,5.861801e-02
776,7.963613e-03
777,1.279288e-01
778,5.619575e-03
779,7.593417e-03
780,3.595051e-01
781,1.097992e-01
782,3.751708e-02
783,1.738069e-02
784,9.213844e-02
785,2.842257e-02
786,1.682821e-01
787,3.595316e-02
788,3.020535e-02
789,1.368925e-01
790,1.393344e-01
791,3.043597e-02
792,3.847514e-01
793,1.173354e-01
794,1.538678e-02
795,3.010636e-01
796,2.826217e-03
797,7.498927e-02
798,2.020355e-02
799,2.614632e-01
800,1.660053e-02
801,2.161239e-02
802,1.340182e-02
803,7.661742e-02
804,1.315653e-02
805,2.961353e-01
806,1.569084e-02
807,3.164358e-03
808,5.094936e-02
809,2.779386e-02
810,5.751008e-02
811,6.680336e-02
812,3.435753e-02
813,3.146034e-02
814,1.313876e-02
815,9.234388e-02
816,3.924004e-02
817,2.033164e-03
818,3.202417e-02
819,4.348080e-03
820,5.750889e-02
821,3.593215e-02
822,2.151287e-01
823,5.726425e-03
824,1.593092e-02
825,1.435343e-02
826,1.597895e-02
827,3.699904e-02
828,1.939583e-02
829,7.490288e-03
830,2.220526e-02
831,1.621515e-01
832,3.134829e-02
833,1.577675e-01
834,5.570365e-03
835,4.337021e-02
836,3.127235e-02
837,1.508308e-01
838,1.542331e-02
839,1.270644e-01
840,3.727316e-01
841,1.585935e-01
842,6.224133e-02
843,1.727321e-01
844,7.572160e-02
845,5.745092e-01
846,5.271163e-01
847,1.284222e-02
848,1.451234e-02
849,2.473105e-01
850,2.425068e-02
851,1.618232e-02
852,2.357628e-02
853,8.780150e-02
854,2.495194e-02
855,1.167335e-03
856,6.001153e-02
857,2.501759e-02
858,3.931489e-02
859,1.906510e-03
860,6.382676e-02
861,3.380133e-01
862,1.050021e-02
863,1.240419e-02
864,1.173636e-02
865,1.136678e-02
866,5.527913e-03
867,4.039910e-03
868,1.306593e-01
869,4.129061e-02
870,4.428954e-03
871,1.347267e-02
872,4.137809e-02
873,2.054218e-03
874,2.413571e-03
875,3.304077e-03
876,3.555016e-02
877,2.306716e-02
878,1.858184e-02
879,2.585742e-03
880,3.418740e-02
881,1.170217e-02
882,5.001249e-02
883,8.197026e-02
884,4.651151e-02
885,5.641947e-03
886,1.498349e-02
887,6.528886e-02
888,4.566407e-01
889,3.074165e-02
890,8.007141e-02
891,1.203675e-02
892,4.256292e-03
893,5.102191e-01
894,6.397834e-01
895,1.239349e-02
896,1.205200e-02
897,3.437649e-02
898,1.294632e-03
899,3.037632e-02
900,5.909866e-04
901,3.193105e-02
902,2.922640e-02
903,9.966521e-03
904,3.837399e-03
905,1.561494e-03
906,1.935445e-02
907,8.922663e-02
908,1.927526e-01
909,6.290091e-02
910,1.634971e-02
911,2.590111e-02
912,4.791788e-02
913,2.187332e-03
914,1.226232e-02
915,7.369488e-02
916,1.391742e-02
917,2.378063e-02
918,8.931423e-03
919,2.334695e-02
920,2.109369e-02
921,6.046786e-02
922,8.289908e-02
923,9.759580e-02
924,2.756608e-02
925,6.177421e-03
926,7.392712e-02
927,4.702302e-02
928,2.111184e-02
929,4.313431e-02
930,2.382935e-01
931,2.937732e-01
932,1.664706e-02
933,2.435807e-02
934,4.677765e-02
935,1.004519e-02
936,3.152553e-03
937,1.537402e-02
938,1.110966e-02
939,3.098050e-02
940,8.193813e-03
941,6.118792e-02
942,6.340830e-03
943,7.857051e-02
944,2.036562e-01
945,9.557458e-03
946,8.192520e-03
947,6.930376e-02
948,1.931867e-02
949,2.222500e-02
950,1.038915e-02
951,3.209860e-03
952,1.338615e-01
953,6.536397e-02
954,1.564366e-03
955,1.092229e-01
956,4.378740e-02
957,1.413978e-02
958,2.954892e-02
959,2.122418e-02
960,1.678861e-02
961,1.282025e-02
962,1.398021e-02
963,3.710929e-03
964,1.442536e-02
965,1.029528e-02
966,4.104743e-02
967,5.572375e-02
968,4.491989e-02
969,2.958036e-01
970,2.351245e-01
971,1.663378e-02
972,3.526697e-01
973,3.543168e-02
974,1.235504e-01
975,5.701852e-03
976,2.050019e-02
977,7.962224e-02
978,2.324000e-02
979,7.554170e-02
980,5.197104e-01
981,5.701789e-03
982,3.085587e-03
983,8.378145e-03
984,1.892503e-02
985,3.873639e-02
986,2.915578e-01
987,1.983685e-03
988,1.624558e-02
989,1.001049e-02
990,1.122379e-02
991,3.073653e-02
992,1.598992e-03
993,3.247907e-03
994,5.049923e-02
995,6.549303e-03
996,3.549423e-01
997,4.281299e-03
998,2.116244e-02
999,1.454793e-02
1000,9.928539e-03
1001,2.317404e-03
1002,7.084078e-02
1003,1.039611e-02
1004,1.816341e-02
1005,4.172184e-02
1006,1.783955e-02
1007,4.055738e-02
1008,5.635364e-03
1009,3.725645e-02
1010,9.359243e-03
1011,2.269937e-02
1012,8.394809e-03
1013,2.292287e-02
1014,1.019065e-01
1015,1.491420e-02
1016,1.338004e-01
1017,6.919837e-03
1018,3.976984e-01
1019,2.852296e-02
1020,5.972085e-03
1021,2.968420e-02
1022,6.694567e-02
1023,1.503825e-02
1024,1.983189e-01
1025,4.242408e-02
1026,1.413133e-02
1027,1.587120e-02
1028,2.607149e-02
1029,9.812507e-03
1030,1.116193e-02
1031,1.913353e-02
1032,6.977467e-02
1033,3.056859e-02
1034,2.390043e-02
1035,2.046678e-03
1036,3.304896e-02
1037,7.025464e-03
1038,3.969566e-03
1039,1.231665e-02
1040,5.522323e-04
1041,9.506350e-02
1042,3.587202e-01
1043,7.494267e-03
1044,3.788975e-02
1045,2.262629e-02
1046,7.620872e-03
1047,4.347566e-03
1048,1.552292e-02
1049,4.074333e-02
1050,1.370816e-02
1051,1.342681e-02
1052,4.070462e-02
1053,1.886367e-01
1054,7.292993e-03
1055,5.447698e-02
1056,5.391584e-03
1057,7.294092e-03
1058,2.606260e-02
1059,7.806797e-02
1060,5.175703e-02
1061,1.205535e-01
1062,2.452882e-02
1063,1.741669e-02
1064,1.828401e-02
1065,1.344422e-01
1066,4.260259e-02
1067,3.451701e-02
1068,3.015290e-03
1069,1.095731e-02
1070,8.019944e-03
1071,3.408198e-02
1072,7.177506e-02
1073,3.735349e-01
1074,1.145627e-02
1075,9.888062e-03
1076,6.008625e-02
1077,4.484132e-02
1078,1.399163e-02
1079,1.489224e-01
1080,2.872293e-02
1081,1.260505e-02
1082,1.887715e-01
1083,1.865488e-02
1084,3.508366e-02
1085,3.334643e-02
1086,7.799023e-03
1087,3.473093e-02
1088,6.796183e-02
1089,3.767631e-01
1090,5.429217e-03
1091,4.724852e-03
1092,1.571769e-02
1093,8.236963e-02
1094,1.615518e-02
1095,1.768546e-01
1096,5.976079e-02
1097,5.300796e-02
1098,1.401457e-01
1099,1.155921e-01
1100,4.049560e-02
1101,1.663843e-02
1102,2.540739e-02
1103,3.066309e-02
1104,1.622393e-03
1105,6.101630e-02
1106,3.027051e-02
1107,1.927164e-02
1108,1.655778e-01
1109,7.293696e-02
1110,1.089196e-02
1111,2.064094e-02
1112,6.339059e-03
1113,1.099028e-02
1114,3.887392e-02
1115,9.767069e-03
1116,3.584018e-02
1117,4.723007e-02
1118,2.285962e-01
1119,4.432683e-02
1120,2.250925e-02
1121,4.750590e-02
1122,1.980183e-03
1123,3.859524e-02
1124,1.332437e-01
1125,1.330630e-02
1126,1.171493e-01
1127,1.157145e-02
1128,3.432211e-01
1129,2.034562e-02
1130,1.920920e-02
1131,2.196486e-03
1132,4.007779e-01
1133,2.830022e-02
1134,1.123844e-01
1135,2.483333e-01
1136,4.664109e-02
1137,1.412680e-02
1138,2.075207e-02
1139,1.744568e-02
1140,9.477760e-03
1141,1.143708e-02
1142,2.654887e-02
1143,1.087146e-01
1144,3.305371e-01
1145,2.623000e-02
1146,3.787012e-02
1147,7.003252e-02
1148,1.402810e-02
1149,4.170009e-02
1150,1.085434e-02
1151,2.376010e-02
1152,7.953848e-02
1153,1.318342e-02
1154,2.092412e-02
1155,9.777100e-02
1156,2.863556e-02
1157,4.486759e-01
1158,5.318397e-01
1159,7.512883e-02
1160,4.463732e-03
1161,2.708470e-01
1162,4.173114e-02
1163,4.153097e-02
1164,3.292410e-02
1165,9.104197e-02
1166,3.161892e-02
1167,3.649422e-01
1168,2.746243e-02
1169,1.004617e-02
1170,1.574387e-02
1171,4.101068e-01
1172,1.072631e-02
1173,1.410966e-02
1174,1.288585e-02
1175,7.170106e-02
1176,4.563115e-01
1177,5.315513e-01
1178,2.592658e-01
1179,3.584211e-02
1180,1.567004e-01
1181,5.152996e-01
1182,2.125545e-02
1183,5.849384e-02
1184,2.255473e-01
1185,4.077815e-02
1186,1.036813e-01
1187,9.628229e-02
1188,5.999813e-01
1189,6.882214e-02
1190,1.839707e-03
1191,3.878039e-01
1192,9.168408e-03
1193,5.109133e-01
1194,1.987813e-02
1195,1.174421e-01
1196,5.605243e-03
1197,9.635441e-03
1198,6.902428e-03
1199,1.277145e-01
1200,4.189535e-02
1201,4.390737e-02
1202,3.751629e-03
1203,1.132233e-03
1204,9.155243e-03
1205,1.517185e-02
1206,8.170269e-03
1207,5.579194e-01
1208,4.384150e-02
1209,9.803037e-02
1210,1.476337e-02
1211,8.181461e-02
1212,1.084181e-01
1213,4.014836e-04
1214,9.822144e-03
1215,6.402624e-01
1216,2.378708e-02
1217,8.227541e-02
1218,3.195465e-03
1219,1.178848e-01
1220,1.188371e-02
1221,5.524805e-02
1222,9.508896e-02
1223,2.153821e-01
1224,1.170290e-02
1225,6.185065e-02
1226,6.499674e-03
1227,1.921693e-03
1228,6.536404e-02
1229,3.347521e-01
1230,4.939277e-01
1231,1.055875e-02
1232,9.034619e-02
1233,2.675283e-02
1234,6.319597e-01
1235,7.636409e-01
1236,1.906942e-03
1237,6.503429e-02
1238,3.838843e-01
1239,4.681700e-02
1240,1.513435e-02
1241,3.413363e-03
1242,2.336072e-02
1243,8.075345e-03
1244,2.581398e-02
1245,3.273841e-02
1246,1.244108e-01
1247,3.117016e-02
1248,5.841826e-03
1249,1.436475e-01
1250,7.645646e-03
1251,2.401017e-01
1252,1.441075e-01
1253,2.175012e-02
1254,1.253007e-01
1255,5.044810e-02
1256,6.400115e-02
1257,2.819917e-02
1258,2.092279e-02
1259,2.128788e-02
1260,2.454754e-01
1261,2.890402e-02
1262,1.004309e-01
1263,9.760985e-02
1264,2.189180e-02
1265,2.606321e-03
1266,2.724218e-02
1267,7.052998e-02
1268,9.219239e-02
1269,3.376928e-02
1270,2.648713e-02
1271,3.315630e-03
1272,2.719709e-01
1273,1.587456e-01
1274,9.662478e-02
1275,1.416957e-01
1276,5.473795e-01
1277,2.215813e-02
1278,2.337200e-01
1279,3.997276e-02
1280,5.558275e-03
1281,2.435901e-01
1282,1.153552e-02
1283,6.820731e-02
1284,8.765562e-02
1285,1.170842e-02
1286,2.352503e-02
1287,1.397532e-02
1288,1.144244e-01
1289,2.901110e-02
1290,5.263003e-02
1291,2.748980e-02
1292,1.445355e-01
1293,3.482649e-02
1294,5.627567e-01
1295,2.884040e-02
1296,6.343693e-03
1297,3.991314e-02
1298,6.676671e-03
1299,1.206114e-03
1300,1.073766e-01
1301,1.611801e-02
1302,2.725895e-02
1303,1.358436e-01
1304,6.444284e-02
1305,1.124712e-02
1306,3.875543e-03
1307,1.335398e-01
1308,4.780055e-03
1309,2.480532e-02
1310,1.224896e-01
1311,1.377769e-03
1312,1.679636e-02
1313,7.753341e-02
1314,1.547866e-02
1315,3.228074e-02
1316,1.868582e-02
1317,4.248588e-01
1318,1.861482e-02
1319,1.747476e-02
1320,6.022992e-03
1321,5.450342e-03
1322,3.392567e-02
1323,7.028394e-02
1324,6.133401e-02
1325,4.154924e-02
1326,1.225732e-02
1327,2.899041e-02
1328,3.627143e-02
1329,1.568455e-01
1330,1.845624e-02
1331,6.584297e-02
1332,1.444628e-02
1333,4.259304e-02
1334,2.255113e-02
1335,5.072188e-02
1336,5.767780e-02
1337,3.379018e-02
1338,6.011650e-02
1339,1.622245e-01
1340,3.222586e-02
1341,1.803436e-02
1342,1.156078e-02
1343,1.140206e-02
1344,2.194744e-02
1345,1.291819e-02
1346,5.535038e-03
1347,5.062046e-02
1348,6.842661e-02
1349,2.699681e-01
1350,3.125277e-02
1351,2.996412e-02
1352,2.747627e-02
1353,4.015984e-03
1354,3.242420e-02
1355,3.889793e-02
1356,5.311836e-03
1357,4.124958e-02
1358,2.609767e-02
1359,1.942918e-02
1360,4.164101e-03
1361,1.827512e-01
1362,1.587970e-02
