Id,Probability
276,5.35E-02
277,7.34E-02
278,1.68E-02
279,2.48E-01
280,8.40E-02
281,8.41E-01
282,1.90E-01
283,2.37E-01
284,6.34E-02
285,4.13E-02
286,7.64E-02
287,4.02E-02
288,6.61E-02
289,2.39E-01
290,2.41E-01
291,4.40E-01
292,7.68E-03
293,1.16E-01
294,4.26E-02
295,7.35E-03
296,1.21E-01
297,1.66E-02
298,7.90E-02
299,2.67E-02
300,4.38E-02
301,2.42E-01
302,1.90E-03
303,4.33E-02
304,3.20E-02
305,5.61E-01
306,3.86E-02
307,4.08E-02
308,5.09E-01
309,6.24E-01
310,1.21E-02
311,7.47E-01
312,2.99E-02
313,3.71E-01
314,1.65E-01
315,1.98E-01
316,1.74E-01
317,3.11E-01
318,1.20E-02
319,4.56E-02
320,2.19E-01
321,5.91E-01
322,7.97E-03
323,3.04E-02
324,2.07E-02
325,3.37E-01
326,1.57E-02
327,2.68E-02
328,6.20E-02
329,2.06E-02
330,7.70E-02
331,2.19E-02
332,2.12E-02
333,2.14E-02
334,1.11E-01
335,6.84E-02
336,7.86E-02
337,3.62E-02
338,3.02E-01
339,8.70E-02
340,1.86E-02
341,3.73E-03
342,4.42E-02
343,2.10E-02
344,1.30E-01
345,1.87E-01
346,6.16E-02
347,7.52E-01
348,1.08E-01
349,3.94E-02
350,8.03E-02
351,1.61E-01
352,9.63E-02
353,5.50E-03
354,1.62E-01
355,8.31E-03
356,2.61E-03
357,7.97E-01
358,1.54E-02
359,7.47E-02
360,2.67E-01
361,1.88E-01
362,2.09E-02
363,4.92E-03
364,3.66E-02
365,5.57E-01
366,2.04E-01
367,2.48E-01
368,2.13E-01
369,2.96E-02
370,5.76E-01
371,5.31E-03
372,2.80E-01
373,1.54E-02
374,2.19E-02
375,1.87E-02
376,1.09E-02
377,1.06E-01
378,1.20E-02
379,4.17E-02
380,3.48E-02
381,8.87E-03
382,4.95E-02
383,1.99E-01
384,2.64E-01
385,4.45E-02
386,6.84E-03
387,5.51E-03
388,5.30E-02
389,1.24E-01
390,1.07E-01
391,3.94E-03
392,2.84E-02
393,5.69E-02
394,3.14E-01
395,6.49E-03
396,5.11E-03
397,2.35E-01
398,2.52E-01
399,6.56E-02
400,1.00E-01
401,1.44E-02
402,3.86E-03
403,4.78E-02
404,3.50E-02
405,7.86E-01
406,7.04E-01
407,4.51E-02
408,4.70E-02
409,6.36E-02
410,3.22E-02
411,4.87E-02
412,2.11E-01
413,2.14E-01
414,7.81E-03
415,5.36E-03
416,3.36E-01
417,2.18E-01
418,1.76E-01
419,2.50E-02
420,2.34E-02
421,3.61E-02
422,4.54E-02
423,2.50E-01
424,1.19E-02
425,6.76E-03
426,1.33E-02
427,6.65E-02
428,4.59E-02
429,1.69E-01
430,4.66E-02
431,7.11E-01
432,4.91E-02
433,3.12E-02
434,5.42E-02
435,5.85E-02
436,8.68E-02
437,2.01E-01
438,2.81E-01
439,6.48E-03
440,8.46E-02
441,7.69E-02
442,1.12E-01
443,7.21E-02
444,1.04E-02
445,2.30E-01
446,4.54E-01
447,4.54E-02
448,1.61E-01
449,1.94E-01
450,3.30E-03
451,1.03E-01
452,2.85E-02
453,3.85E-01
454,1.08E-01
455,1.72E-01
456,1.75E-02
457,1.14E-01
458,7.63E-02
459,1.51E-01
460,8.66E-03
461,3.87E-02
462,1.74E-01
463,1.44E-02
464,1.50E-01
465,1.10E-01
466,9.11E-04
467,5.96E-03
468,4.76E-02
469,4.48E-02
470,3.59E-01
471,4.91E-03
472,2.15E-02
473,2.90E-01
474,2.38E-01
475,7.72E-02
476,7.41E-02
477,3.48E-02
478,1.58E-02
479,8.58E-02
480,3.27E-02
481,1.97E-01
482,1.57E-02
483,2.07E-01
484,2.32E-01
485,2.86E-02
486,5.43E-01
487,1.73E-01
488,1.96E-01
489,1.50E-01
490,1.54E-01
491,3.73E-02
492,7.98E-02
493,6.80E-01
494,7.12E-02
495,4.50E-01
496,4.70E-02
497,1.26E-01
498,1.15E-02
499,3.29E-01
500,7.89E-02
501,4.23E-02
502,6.11E-02
503,1.68E-01
504,1.32E-02
505,5.34E-03
506,1.70E-01
507,2.22E-01
508,7.35E-03
509,7.38E-03
510,5.53E-02
511,7.66E-03
512,4.43E-01
513,1.20E-01
514,1.87E-01
515,3.30E-02
516,4.42E-01
517,1.13E-02
518,3.69E-02
519,1.06E-02
520,5.71E-02
521,1.09E-02
522,3.18E-02
523,1.91E-01
524,1.79E-01
525,1.98E-01
526,4.90E-01
527,2.94E-01
528,5.55E-03
529,4.10E-01
530,2.92E-02
531,6.64E-03
532,7.83E-03
533,6.98E-02
534,3.83E-02
535,6.55E-02
536,4.39E-02
537,3.84E-02
538,1.55E-01
539,7.99E-02
540,1.68E-02
541,6.99E-02
542,1.11E-01
543,1.01E-01
544,3.47E-01
545,2.99E-02
546,2.68E-02
547,1.45E-01
548,7.02E-02
549,2.50E-03
550,2.45E-01
551,4.66E-01
552,2.24E-01
553,1.70E-02
554,9.62E-03
555,1.70E-01
556,4.55E-02
557,5.65E-02
558,7.70E-02
559,5.09E-01
560,1.97E-01
561,7.30E-04
562,1.15E-02
563,2.95E-01
564,1.01E-01
565,3.57E-01
566,4.60E-02
567,1.73E-02
568,8.72E-02
569,6.65E-01
570,1.10E-01
571,3.03E-01
572,5.29E-02
573,8.95E-02
574,2.27E-01
575,2.34E-01
576,1.92E-02
577,1.01E-01
578,5.93E-02
579,3.57E-01
580,5.09E-02
581,1.37E-02
582,3.06E-02
583,5.48E-03
584,3.88E-02
585,2.06E-01
586,1.84E-02
587,6.79E-02
588,1.64E-01
589,4.56E-02
590,3.08E-02
591,1.75E-01
592,5.21E-03
593,4.43E-01
594,9.73E-02
595,2.27E-01
596,1.29E-01
597,1.04E-01
598,1.43E-01
599,2.93E-02
600,1.31E-02
601,1.03E-01
602,6.64E-02
603,1.12E-02
604,2.16E-03
605,2.62E-01
606,1.23E-02
607,1.39E-01
608,5.65E-02
609,3.30E-01
610,4.88E-02
611,1.56E-01
612,4.91E-02
613,5.48E-02
614,1.05E-01
615,4.92E-02
616,3.54E-02
617,2.34E-01
618,1.40E-02
619,1.16E-01
620,1.69E-01
621,1.59E-02
622,9.67E-02
623,1.01E-01
624,2.04E-01
625,1.69E-01
626,6.02E-01
627,2.40E-01
628,5.10E-02
629,5.23E-02
630,3.97E-01
631,1.14E-02
632,1.59E-01
633,3.99E-02
634,2.17E-01
635,3.38E-01
636,9.58E-02
637,2.19E-02
638,9.06E-02
639,1.86E-01
640,7.39E-03
641,1.43E-02
642,7.24E-01
643,3.64E-01
644,6.99E-01
645,2.18E-01
646,5.44E-01
647,6.08E-02
648,1.58E-01
649,1.02E-02
650,1.09E-01
651,5.18E-01
652,1.62E-02
653,2.27E-01
654,8.51E-01
655,2.53E-02
656,1.17E-01
657,3.21E-02
658,3.18E-02
659,3.50E-01
660,2.30E-01
661,8.42E-02
662,6.08E-01
663,3.42E-01
664,3.59E-01
665,6.90E-01
666,7.00E-03
667,4.12E-02
668,2.85E-01
669,6.38E-01
670,2.91E-01
671,1.28E-01
672,3.45E-01
673,2.14E-01
674,4.01E-02
675,6.12E-01
676,8.61E-01
677,3.88E-02
678,3.44E-01
679,1.87E-01
680,3.34E-01
681,7.54E-02
682,2.12E-02
683,1.72E-01
684,4.83E-02
685,2.19E-01
686,5.40E-03
687,2.66E-02
688,1.47E-02
689,1.93E-01
690,1.56E-01
691,7.08E-02
692,3.93E-01
693,9.31E-02
694,1.53E-01
695,3.00E-01
696,3.05E-02
697,1.46E-02
698,1.53E-01
699,4.06E-01
700,1.09E-01
701,1.28E-02
702,4.17E-01
703,1.64E-01
704,6.01E-01
705,1.66E-02
706,1.31E-01
707,1.22E-01
708,2.03E-02
709,3.28E-02
710,5.24E-02
711,1.04E-01
712,2.27E-01
713,6.09E-03
714,3.00E-02
715,2.55E-02
716,6.67E-01
717,5.92E-03
718,1.04E-01
719,8.55E-02
720,4.59E-03
721,5.10E-02
722,4.64E-02
723,5.56E-02
724,1.00E-01
725,5.58E-01
726,9.48E-02
727,7.54E-03
728,7.13E-02
729,1.73E-01
730,8.75E-01
731,1.79E-02
732,7.62E-02
733,7.16E-03
734,1.88E-02
735,1.70E-01
736,1.23E-01
737,8.37E-02
738,2.69E-01
739,1.35E-02
740,1.46E-03
741,9.38E-03
742,6.61E-02
743,2.33E-01
744,1.55E-01
745,1.21E-01
746,1.90E-01
747,2.12E-02
748,1.50E-01
749,5.98E-02
750,1.96E-01
751,5.53E-01
752,9.89E-03
753,1.76E-02
754,3.19E-02
755,7.84E-02
756,2.33E-02
757,1.35E-01
758,1.23E-01
759,2.70E-02
760,4.97E-02
761,3.07E-02
762,1.91E-01
763,1.98E-01
764,2.15E-03
765,8.44E-02
766,1.60E-01
767,7.48E-03
768,3.23E-01
769,5.04E-02
770,1.79E-01
771,1.65E-02
772,6.38E-01
773,3.68E-01
774,1.02E-01
775,9.52E-02
776,2.04E-02
777,2.85E-01
778,1.14E-02
779,1.13E-02
780,7.05E-01
781,1.24E-01
782,4.29E-02
783,2.48E-02
784,4.31E-01
785,1.06E-01
786,3.79E-01
787,3.47E-02
788,9.79E-02
789,1.19E-01
790,3.49E-01
791,3.96E-02
792,4.29E-01
793,2.21E-01
794,5.53E-02
795,4.40E-01
796,1.24E-02
797,6.35E-01
798,1.60E-02
799,4.75E-01
800,3.62E-02
801,8.65E-02
802,1.03E-02
803,2.37E-01
804,1.85E-02
805,4.44E-01
806,6.56E-02
807,1.22E-02
808,1.41E-01
809,6.80E-02
810,1.70E-01
811,8.27E-02
812,6.57E-02
813,6.22E-02
814,1.72E-02
815,4.42E-01
816,1.18E-01
817,4.09E-03
818,6.89E-02
819,1.60E-01
820,3.58E-01
821,1.97E-01
822,6.03E-01
823,1.93E-02
824,2.53E-02
825,3.86E-02
826,4.25E-02
827,6.08E-02
828,6.05E-02
829,1.42E-02
830,2.22E-02
831,4.78E-01
832,4.47E-02
833,3.41E-01
834,3.61E-02
835,2.53E-01
836,6.76E-02
837,5.01E-01
838,2.39E-02
839,2.92E-01
840,6.83E-01
841,2.75E-01
842,5.11E-02
843,3.34E-01
844,1.45E-01
845,7.98E-01
846,7.30E-01
847,3.03E-02
848,5.61E-02
849,6.25E-01
850,3.53E-02
851,4.30E-02
852,5.04E-02
853,1.91E-01
854,6.74E-02
855,1.71E-03
856,1.74E-01
857,1.05E-01
858,1.28E-01
859,7.34E-03
860,1.24E-01
861,7.03E-01
862,4.50E-02
863,2.07E-02
864,3.56E-02
865,8.12E-02
866,9.06E-03
867,1.09E-02
868,2.10E-01
869,9.03E-02
870,1.19E-02
871,8.25E-02
872,3.93E-02
873,5.81E-03
874,1.06E-02
875,1.36E-02
876,7.44E-02
877,1.69E-02
878,9.34E-02
879,1.60E-02
880,5.99E-02
881,3.02E-02
882,1.35E-01
883,1.55E-01
884,1.39E-01
885,1.83E-02
886,2.29E-02
887,1.64E-01
888,4.93E-01
889,3.93E-02
890,2.35E-01
891,8.86E-02
892,3.54E-02
893,7.23E-01
894,7.77E-01
895,7.26E-02
896,2.93E-02
897,2.24E-02
898,2.71E-03
899,2.95E-02
900,2.38E-04
901,1.30E-01
902,1.62E-01
903,2.77E-02
904,9.98E-04
905,9.36E-03
906,7.24E-02
907,3.31E-01
908,4.19E-01
909,2.11E-01
910,4.01E-02
911,8.78E-02
912,1.25E-01
913,4.76E-03
914,2.40E-02
915,2.53E-01
916,1.13E-02
917,8.28E-02
918,6.13E-03
919,9.56E-02
920,2.94E-01
921,1.79E-01
922,1.34E-01
923,3.45E-01
924,3.29E-02
925,1.32E-02
926,1.78E-01
927,1.13E-01
928,8.27E-02
929,1.15E-01
930,5.67E-01
931,4.32E-01
932,5.34E-02
933,3.60E-02
934,5.09E-02
935,3.02E-02
936,3.12E-02
937,1.06E-01
938,4.34E-02
939,1.41E-01
940,4.32E-02
941,1.27E-01
942,1.62E-01
943,1.76E-01
944,2.81E-01
945,3.52E-02
946,1.10E-02
947,1.72E-01
948,4.21E-02
949,3.07E-02
950,1.28E-02
951,4.68E-03
952,4.85E-01
953,3.04E-01
954,1.80E-02
955,2.71E-01
956,1.15E-01
957,2.47E-02
958,2.32E-01
959,1.01E-01
960,4.48E-02
961,3.38E-02
962,7.46E-02
963,3.63E-03
964,4.54E-02
965,3.13E-02
966,8.10E-02
967,1.52E-01
968,9.80E-02
969,6.01E-01
970,6.25E-01
971,8.33E-02
972,7.26E-01
973,9.21E-02
974,2.75E-01
975,1.03E-02
976,5.68E-02
977,1.48E-01
978,3.86E-02
979,1.47E-01
980,7.36E-01
981,1.41E-02
982,3.08E-02
983,3.22E-02
984,5.34E-02
985,9.72E-02
986,4.31E-01
987,2.00E-02
988,2.39E-02
989,4.30E-02
990,2.22E-02
991,1.05E-01
992,5.19E-03
993,1.09E-02
994,2.03E-01
995,4.83E-02
996,5.31E-01
997,2.54E-02
998,6.99E-02
999,4.14E-02
1000,4.86E-02
1001,1.56E-02
1002,1.01E-01
1003,2.53E-02
1004,1.01E-01
1005,2.65E-01
1006,5.06E-02
1007,1.13E-01
1008,1.24E-02
1009,1.35E-01
1010,4.62E-03
1011,3.08E-02
1012,1.71E-02
1013,9.86E-02
1014,9.94E-02
1015,1.09E-01
1016,2.75E-01
1017,2.16E-01
1018,4.43E-01
1019,2.01E-01
1020,2.73E-02
1021,1.44E-01
1022,1.18E-01
1023,1.81E-02
1024,3.40E-01
1025,4.80E-02
1026,3.35E-02
1027,8.19E-02
1028,1.76E-01
1029,1.61E-01
1030,4.44E-02
1031,5.66E-02
1032,7.61E-02
1033,9.44E-02
1034,1.04E-01
1035,6.92E-04
1036,5.74E-02
1037,2.76E-02
1038,2.22E-01
1039,5.02E-02
1040,3.85E-04
1041,1.60E-01
1042,5.11E-01
1043,1.53E-02
1044,6.91E-02
1045,6.86E-02
1046,2.07E-02
1047,5.99E-03
1048,1.26E-01
1049,9.59E-02
1050,3.23E-02
1051,8.15E-02
1052,1.91E-01
1053,3.53E-01
1054,3.30E-02
1055,2.65E-01
1056,1.59E-02
1057,2.28E-02
1058,7.90E-02
1059,2.00E-01
1060,2.20E-01
1061,1.95E-01
1062,5.35E-02
1063,2.40E-02
1064,2.55E-02
1065,2.69E-01
1066,1.30E-01
1067,2.12E-01
1068,2.22E-02
1069,3.18E-02
1070,3.44E-03
1071,8.45E-02
1072,1.83E-01
1073,7.03E-01
1074,6.28E-02
1075,1.25E-02
1076,1.48E-01
1077,9.32E-02
1078,5.59E-02
1079,4.12E-01
1080,6.95E-02
1081,3.82E-02
1082,2.64E-01
1083,6.99E-02
1084,1.07E-01
1085,1.01E-01
1086,1.80E-02
1087,9.00E-02
1088,1.85E-01
1089,6.37E-01
1090,2.26E-02
1091,2.56E-02
1092,5.18E-02
1093,1.64E-01
1094,8.53E-03
1095,3.13E-01
1096,3.10E-01
1097,2.73E-01
1098,3.27E-01
1099,3.10E-01
1100,9.19E-02
1101,2.55E-02
1102,4.44E-02
1103,1.49E-01
1104,7.85E-03
1105,1.22E-01
1106,4.90E-02
1107,2.92E-02
1108,3.92E-01
1109,2.65E-01
1110,6.98E-02
1111,1.11E-01
1112,3.86E-03
1113,4.65E-02
1114,7.10E-02
1115,5.12E-02
1116,1.05E-01
1117,6.32E-02
1118,6.18E-01
1119,1.12E-01
1120,7.81E-02
1121,2.34E-01
1122,6.65E-03
1123,1.22E-01
1124,3.76E-01
1125,6.75E-02
1126,2.42E-01
1127,7.82E-02
1128,5.71E-01
1129,2.24E-01
1130,7.91E-02
1131,2.91E-02
1132,7.05E-01
1133,8.80E-02
1134,4.54E-01
1135,4.00E-01
1136,1.52E-01
1137,8.95E-02
1138,3.93E-02
1139,4.10E-02
1140,1.54E-02
1141,5.29E-03
1142,7.74E-02
1143,5.95E-01
1144,5.75E-01
1145,2.48E-01
1146,1.06E-01
1147,1.51E-01
1148,7.37E-02
1149,8.72E-02
1150,5.99E-02
1151,2.17E-01
1152,2.39E-01
1153,3.60E-02
1154,2.72E-02
1155,1.52E-01
1156,8.60E-02
1157,5.27E-01
1158,6.77E-01
1159,1.70E-01
1160,2.42E-02
1161,3.88E-01
1162,1.08E-01
1163,1.05E-01
1164,6.04E-02
1165,1.08E-01
1166,6.76E-02
1167,5.45E-01
1168,2.08E-01
1169,1.49E-02
1170,6.34E-02
1171,7.48E-01
1172,9.60E-02
1173,2.49E-02
1174,2.45E-02
1175,1.69E-01
1176,5.39E-01
1177,6.46E-01
1178,4.10E-01
1179,7.58E-02
1180,2.16E-01
1181,5.78E-01
1182,1.95E-01
1183,2.09E-01
1184,3.73E-01
1185,1.31E-01
1186,3.45E-01
1187,2.31E-01
1188,6.94E-01
1189,2.39E-01
1190,3.77E-03
1191,5.58E-01
1192,3.95E-02
1193,8.13E-01
1194,2.05E-01
1195,2.75E-01
1196,3.56E-03
1197,5.27E-02
1198,2.29E-02
1199,2.08E-01
1200,1.29E-01
1201,8.94E-02
1202,1.74E-03
1203,7.37E-03
1204,4.30E-02
1205,6.20E-02
1206,1.56E-02
1207,7.28E-01
1208,2.24E-01
1209,1.66E-01
1210,2.91E-02
1211,2.09E-01
1212,1.70E-01
1213,1.08E-02
1214,3.44E-02
1215,7.37E-01
1216,5.54E-02
1217,2.78E-01
1218,1.55E-02
1219,1.43E-01
1220,4.84E-02
1221,9.88E-02
1222,3.28E-01
1223,4.53E-01
1224,4.53E-02
1225,3.71E-01
1226,4.39E-02
1227,2.46E-02
1228,1.33E-01
1229,4.81E-01
1230,7.66E-01
1231,2.20E-02
1232,3.88E-01
1233,2.03E-02
1234,8.26E-01
1235,8.20E-01
1236,7.01E-03
1237,2.99E-01
1238,6.55E-01
1239,1.86E-01
1240,1.07E-02
1241,4.15E-02
1242,5.74E-02
1243,1.79E-02
1244,4.49E-02
1245,2.00E-01
1246,1.71E-01
1247,1.92E-01
1248,9.08E-03
1249,3.19E-01
1250,3.98E-02
1251,5.48E-01
1252,1.74E-01
1253,7.20E-02
1254,2.60E-01
1255,1.43E-01
1256,1.03E-01
1257,5.50E-02
1258,4.89E-02
1259,7.76E-02
1260,4.83E-01
1261,6.26E-02
1262,2.56E-01
1263,2.74E-01
1264,4.95E-02
1265,1.12E-02
1266,3.26E-02
1267,1.73E-01
1268,2.13E-01
1269,1.80E-01
1270,1.04E-01
1271,1.69E-02
1272,4.10E-01
1273,1.50E-01
1274,1.74E-01
1275,1.98E-01
1276,6.88E-01
1277,1.48E-01
1278,4.88E-01
1279,4.11E-01
1280,7.38E-03
1281,3.69E-01
1282,9.02E-02
1283,1.02E-01
1284,2.60E-01
1285,1.53E-02
1286,8.18E-02
1287,3.73E-02
1288,1.82E-01
1289,4.33E-02
1290,2.38E-01
1291,2.36E-02
1292,2.98E-01
1293,8.38E-02
1294,6.40E-01
1295,3.28E-02
1296,1.24E-02
1297,6.62E-02
1298,2.27E-02
1299,7.89E-04
1300,2.08E-01
1301,9.63E-02
1302,1.68E-02
1303,2.35E-01
1304,3.17E-01
1305,5.46E-03
1306,9.33E-03
1307,2.30E-01
1308,2.65E-02
1309,8.72E-02
1310,1.17E-01
1311,4.43E-03
1312,7.59E-02
1313,2.01E-01
1314,3.18E-02
1315,5.79E-02
1316,9.11E-02
1317,5.69E-01
1318,2.31E-02
1319,2.85E-02
1320,8.32E-03
1321,1.91E-02
1322,7.96E-02
1323,2.42E-01
1324,1.38E-01
1325,4.08E-02
1326,2.76E-02
1327,5.79E-02
1328,1.33E-01
1329,2.85E-01
1330,8.77E-02
1331,9.56E-02
1332,1.35E-01
1333,9.83E-02
1334,8.99E-02
1335,3.28E-01
1336,1.77E-01
1337,9.34E-02
1338,1.46E-01
1339,2.51E-01
1340,6.59E-02
1341,8.16E-02
1342,6.65E-02
1343,1.58E-02
1344,4.96E-02
1345,8.03E-02
1346,2.72E-02
1347,1.76E-01
1348,3.22E-01
1349,4.47E-01
1350,8.00E-02
1351,1.37E-01
1352,4.75E-02
1353,1.12E-02
1354,8.65E-02
1355,8.10E-02
1356,1.71E-02
1357,2.07E-01
1358,2.26E-02
1359,6.23E-02
1360,4.24E-03
1361,3.18E-01
1362,7.17E-02
1363,1.81E-02
1364,9.90E-02
1365,2.60E-01
1366,7.49E-02
1367,1.09E-02
1368,4.50E-01
1369,6.56E-01
1370,5.05E-02
1371,2.94E-01
1372,1.36E-02
1373,5.59E-02
1374,1.48E-01
1375,1.84E-01
1376,4.90E-03
1377,4.81E-01
1378,1.42E-02
1379,1.14E-01
1380,1.27E-02
1381,3.43E-01
1382,2.61E-01
1383,6.33E-02
1384,5.43E-02
1385,1.64E-02
1386,1.08E-02
1387,1.91E-01
1388,1.29E-01
1389,1.15E-01
1390,1.35E-01
1391,5.44E-02
1392,1.14E-02
1393,2.16E-01
1394,1.05E-01
1395,2.04E-01
1396,4.46E-02
1397,1.99E-02
1398,3.48E-02
1399,1.70E-01
1400,9.67E-02
1401,2.28E-02
1402,1.38E-02
1403,2.43E-02
1404,7.32E-02
1405,2.42E-03
1406,3.58E-03
1407,1.30E-01
1408,6.45E-02
1409,1.19E-01
1410,4.08E-02
1411,8.53E-02
1412,2.87E-02
1413,4.10E-02
1414,1.11E-01
1415,1.33E-02
1416,1.24E-01
1417,7.46E-02
1418,1.07E-02
1419,7.19E-01
1420,4.52E-02
1421,3.13E-02
1422,3.31E-01
1423,8.22E-04
1424,1.87E-01
1425,1.29E-02
1426,2.11E-02
1427,1.99E-02
1428,6.64E-02
1429,2.29E-01
1430,7.59E-02
1431,3.80E-01
1432,1.40E-02
1433,7.92E-02
1434,1.42E-02
1435,1.45E-02
1436,5.07E-01
1437,3.07E-02
1438,3.73E-02
1439,2.47E-02
1440,5.28E-01
1441,3.61E-02
1442,7.51E-02
1443,5.96E-03
1444,3.50E-02
1445,2.61E-02
1446,5.54E-01
1447,3.22E-01
1448,2.55E-02
1449,9.66E-02
1450,2.91E-02
1451,3.64E-01
1452,1.92E-02
1453,6.89E-02
1454,6.21E-03
1455,1.45E-01
1456,4.60E-01
1457,3.92E-02
1458,4.25E-03
1459,1.89E-01
1460,8.05E-02
1461,8.75E-02
1462,4.92E-02
1463,2.65E-01
1464,2.75E-02
1465,2.19E-02
1466,6.92E-02
1467,2.82E-01
1468,5.34E-02
1469,1.98E-01
1470,1.10E-02
1471,1.79E-01
1472,4.62E-02
1473,8.39E-02
1474,5.83E-02
1475,5.63E-01
1476,5.15E-01
1477,7.61E-02
1478,1.41E-02
1479,3.31E-01
1480,3.25E-02
1481,1.42E-02
1482,1.90E-01
1483,4.81E-02
1484,2.45E-02
1485,4.23E-01
1486,7.36E-01
1487,3.20E-01
1488,1.34E-02
1489,9.26E-02
1490,9.46E-02
1491,1.19E-01
1492,1.46E-01
1493,7.81E-02
1494,1.23E-01
1495,4.60E-01
1496,3.93E-02
1497,7.94E-02
1498,3.37E-01
